分拣中心,日期,班次,正式工,临时工
'SC68',2023/12/2,'14-22',2,1
'SC68',2023/12/2,'16-24',1,5
'SC7',2023/12/2,'0-8',8,124
'SC7',2023/12/2,'5-13',1,34
'SC7',2023/12/2,'8-16',1,62
'SC7',2023/12/2,'12-20',12,62
'SC7',2023/12/2,'14-22',1,1
'SC7',2023/12/2,'16-24',31,100
'SC8',2023/12/2,'0-8',10,134
'SC8',2023/12/2,'5-13',14,13
'SC8',2023/12/2,'8-16',7,63
'SC8',2023/12/2,'12-20',7,13
'SC8',2023/12/2,'14-22',2,33
'SC8',2023/12/2,'16-24',13,140
'SC9',2023/12/2,'0-8',2,109
'SC9',2023/12/2,'5-13',1,9
'SC9',2023/12/2,'8-16',6,79
'SC9',2023/12/2,'12-20',2,1
'SC9',2023/12/2,'14-22',1,13
'SC9',2023/12/2,'16-24',12,45
'SC1',2023/12/3,'0-8',3,113
'SC1',2023/12/3,'5-13',3,38
'SC1',2023/12/3,'8-16',4,30
'SC1',2023/12/3,'12-20',1,47
'SC1',2023/12/3,'14-22',6,1
'SC1',2023/12/3,'16-24',22,89
'SC10',2023/12/3,'0-8',10,139
'SC10',2023/12/3,'5-13',9,8
'SC10',2023/12/3,'8-16',2,36
'SC10',2023/12/3,'12-20',7,2
'SC10',2023/12/3,'14-22',19,1
'SC10',2023/12/3,'16-24',6,183
'SC12',2023/12/3,'0-8',1,4
'SC12',2023/12/3,'5-13',1,1
'SC12',2023/12/3,'8-16',1,14
'SC12',2023/12/3,'12-20',1,1
'SC12',2023/12/3,'14-22',2,1
'SC12',2023/12/3,'16-24',6,1
'SC14',2023/12/3,'0-8',1,1
'SC14',2023/12/3,'5-13',1,1
'SC14',2023/12/3,'8-16',1,6
'SC14',2023/12/3,'12-20',1,1
'SC14',2023/12/3,'14-22',1,1
'SC14',2023/12/3,'16-24',1,4
'SC15',2023/12/3,'0-8',1,17
'SC15',2023/12/3,'5-13',3,1
'SC15',2023/12/3,'8-16',3,18
'SC15',2023/12/3,'12-20',1,1
'SC15',2023/12/3,'14-22',1,2
'SC15',2023/12/3,'16-24',1,20
'SC16',2023/12/3,'0-8',1,2
'SC16',2023/12/3,'5-13',1,1
'SC16',2023/12/3,'8-16',1,2
'SC16',2023/12/3,'12-20',1,2
'SC16',2023/12/3,'14-22',1,1
'SC16',2023/12/3,'16-24',1,3
'SC17',2023/12/3,'0-8',1,64
'SC17',2023/12/3,'5-13',10,8
'SC17',2023/12/3,'8-16',8,1
'SC17',2023/12/3,'12-20',10,1
'SC17',2023/12/3,'14-22',3,35
'SC17',2023/12/3,'16-24',2,66
'SC18',2023/12/3,'0-8',2,4
'SC18',2023/12/3,'5-13',1,8
'SC18',2023/12/3,'8-16',1,1
'SC18',2023/12/3,'12-20',1,5
'SC18',2023/12/3,'14-22',2,3
'SC18',2023/12/3,'16-24',10,18
'SC19',2023/12/3,'0-8',4,6
'SC19',2023/12/3,'5-13',3,1
'SC19',2023/12/3,'8-16',1,10
'SC19',2023/12/3,'12-20',2,3
'SC19',2023/12/3,'14-22',4,2
'SC19',2023/12/3,'16-24',1,20
'SC2',2023/12/3,'0-8',5,3
'SC2',2023/12/3,'5-13',1,2
'SC2',2023/12/3,'8-16',1,16
'SC2',2023/12/3,'12-20',3,1
'SC2',2023/12/3,'14-22',1,3
'SC2',2023/12/3,'16-24',5,19
'SC20',2023/12/3,'0-8',1,1
'SC20',2023/12/3,'5-13',1,1
'SC20',2023/12/3,'8-16',1,1
'SC20',2023/12/3,'12-20',1,1
'SC20',2023/12/3,'14-22',1,1
'SC20',2023/12/3,'16-24',1,1
'SC21',2023/12/3,'0-8',1,1
'SC21',2023/12/3,'5-13',1,1
'SC21',2023/12/3,'8-16',1,1
'SC21',2023/12/3,'12-20',1,1
'SC21',2023/12/3,'14-22',1,1
'SC21',2023/12/3,'16-24',1,2
'SC22',2023/12/3,'0-8',1,12
'SC22',2023/12/3,'5-13',1,4
'SC22',2023/12/3,'8-16',5,6
'SC22',2023/12/3,'12-20',2,1
'SC22',2023/12/3,'14-22',1,1
'SC22',2023/12/3,'16-24',2,17
'SC23',2023/12/3,'0-8',1,1
'SC23',2023/12/3,'5-13',2,2
'SC23',2023/12/3,'8-16',1,6
'SC23',2023/12/3,'12-20',2,1
'SC23',2023/12/3,'14-22',1,1
'SC23',2023/12/3,'16-24',1,9
'SC24',2023/12/3,'0-8',2,4
'SC24',2023/12/3,'5-13',1,7
'SC24',2023/12/3,'8-16',1,11
'SC24',2023/12/3,'12-20',1,10
'SC24',2023/12/3,'14-22',2,2
'SC24',2023/12/3,'16-24',2,1
'SC25',2023/12/3,'0-8',18,147
'SC25',2023/12/3,'5-13',1,72
'SC25',2023/12/3,'8-16',1,30
'SC25',2023/12/3,'12-20',6,45
'SC25',2023/12/3,'14-22',16,1
'SC25',2023/12/3,'16-24',13,218
'SC26',2023/12/3,'0-8',2,2
'SC26',2023/12/3,'5-13',6,3
'SC26',2023/12/3,'8-16',6,5
'SC26',2023/12/3,'12-20',1,5
'SC26',2023/12/3,'14-22',6,1
'SC26',2023/12/3,'16-24',6,1
'SC27',2023/12/3,'0-8',5,1
'SC27',2023/12/3,'5-13',5,1
'SC27',2023/12/3,'8-16',2,5
'SC27',2023/12/3,'12-20',3,1
'SC27',2023/12/3,'14-22',1,1
'SC27',2023/12/3,'16-24',4,13
'SC28',2023/12/3,'0-8',2,1
'SC28',2023/12/3,'5-13',1,1
'SC28',2023/12/3,'8-16',2,1
'SC28',2023/12/3,'12-20',1,1
'SC28',2023/12/3,'14-22',2,1
'SC28',2023/12/3,'16-24',2,1
'SC29',2023/12/3,'0-8',2,8
'SC29',2023/12/3,'5-13',1,13
'SC29',2023/12/3,'8-16',1,6
'SC29',2023/12/3,'12-20',4,3
'SC29',2023/12/3,'14-22',3,1
'SC29',2023/12/3,'16-24',1,30
'SC3',2023/12/3,'0-8',2,87
'SC3',2023/12/3,'5-13',2,12
'SC3',2023/12/3,'8-16',1,23
'SC3',2023/12/3,'12-20',1,1
'SC3',2023/12/3,'14-22',2,10
'SC3',2023/12/3,'16-24',13,25
'SC30',2023/12/3,'0-8',3,1
'SC30',2023/12/3,'5-13',2,1
'SC30',2023/12/3,'8-16',4,2
'SC30',2023/12/3,'12-20',3,5
'SC30',2023/12/3,'14-22',2,1
'SC30',2023/12/3,'16-24',1,6
'SC31',2023/12/3,'0-8',1,50
'SC31',2023/12/3,'5-13',1,1
'SC31',2023/12/3,'8-16',4,27
'SC31',2023/12/3,'12-20',3,5
'SC31',2023/12/3,'14-22',9,3
'SC31',2023/12/3,'16-24',1,21
'SC32',2023/12/3,'0-8',1,2
'SC32',2023/12/3,'5-13',1,1
'SC32',2023/12/3,'8-16',1,1
'SC32',2023/12/3,'12-20',1,1
'SC32',2023/12/3,'14-22',1,1
'SC32',2023/12/3,'16-24',2,4
'SC34',2023/12/3,'0-8',1,21
'SC34',2023/12/3,'5-13',1,6
'SC34',2023/12/3,'8-16',1,12
'SC34',2023/12/3,'12-20',7,2
'SC34',2023/12/3,'14-22',1,1
'SC34',2023/12/3,'16-24',6,21
'SC35',2023/12/3,'0-8',2,85
'SC35',2023/12/3,'5-13',3,41
'SC35',2023/12/3,'8-16',1,26
'SC35',2023/12/3,'12-20',1,1
'SC35',2023/12/3,'14-22',1,1
'SC35',2023/12/3,'16-24',10,135
'SC36',2023/12/3,'0-8',1,1
'SC36',2023/12/3,'5-13',1,1
'SC36',2023/12/3,'8-16',1,2
'SC36',2023/12/3,'12-20',1,1
'SC36',2023/12/3,'14-22',1,1
'SC36',2023/12/3,'16-24',1,1
'SC37',2023/12/3,'0-8',1,1
'SC37',2023/12/3,'5-13',1,1
'SC37',2023/12/3,'8-16',1,1
'SC37',2023/12/3,'12-20',1,1
'SC37',2023/12/3,'14-22',1,1
'SC37',2023/12/3,'16-24',1,1
'SC38',2023/12/3,'0-8',3,8
'SC38',2023/12/3,'5-13',1,2
'SC38',2023/12/3,'8-16',3,4
'SC38',2023/12/3,'12-20',2,1
'SC38',2023/12/3,'14-22',1,1
'SC38',2023/12/3,'16-24',3,10
'SC39',2023/12/3,'0-8',1,6
'SC39',2023/12/3,'5-13',1,1
'SC39',2023/12/3,'8-16',1,3
'SC39',2023/12/3,'12-20',1,1
'SC39',2023/12/3,'14-22',1,1
'SC39',2023/12/3,'16-24',1,7
'SC4',2023/12/3,'0-8',4,127
'SC4',2023/12/3,'5-13',2,50
'SC4',2023/12/3,'8-16',3,1
'SC4',2023/12/3,'12-20',2,43
'SC4',2023/12/3,'14-22',3,1
'SC4',2023/12/3,'16-24',24,124
'SC40',2023/12/3,'0-8',2,6
'SC40',2023/12/3,'5-13',1,1
'SC40',2023/12/3,'8-16',2,5
'SC40',2023/12/3,'12-20',1,1
'SC40',2023/12/3,'14-22',2,1
'SC40',2023/12/3,'16-24',1,8
'SC41',2023/12/3,'0-8',1,2
'SC41',2023/12/3,'5-13',1,1
'SC41',2023/12/3,'8-16',1,7
'SC41',2023/12/3,'12-20',1,1
'SC41',2023/12/3,'14-22',1,1
'SC41',2023/12/3,'16-24',1,1
'SC43',2023/12/3,'0-8',2,1
'SC43',2023/12/3,'5-13',2,9
'SC43',2023/12/3,'8-16',2,2
'SC43',2023/12/3,'12-20',1,8
'SC43',2023/12/3,'14-22',1,1
'SC43',2023/12/3,'16-24',1,1
'SC44',2023/12/3,'0-8',2,16
'SC44',2023/12/3,'5-13',1,1
'SC44',2023/12/3,'8-16',1,45
'SC44',2023/12/3,'12-20',1,3
'SC44',2023/12/3,'14-22',10,1
'SC44',2023/12/3,'16-24',6,93
'SC46',2023/12/3,'0-8',4,1
'SC46',2023/12/3,'5-13',1,1
'SC46',2023/12/3,'8-16',1,4
'SC46',2023/12/3,'12-20',3,13
'SC46',2023/12/3,'14-22',1,13
'SC46',2023/12/3,'16-24',4,1
'SC47',2023/12/3,'0-8',17,150
'SC47',2023/12/3,'5-13',6,35
'SC47',2023/12/3,'8-16',14,55
'SC47',2023/12/3,'12-20',4,27
'SC47',2023/12/3,'14-22',1,41
'SC47',2023/12/3,'16-24',11,149
'SC48',2023/12/3,'0-8',1,1
'SC48',2023/12/3,'5-13',1,1
'SC48',2023/12/3,'8-16',1,1
'SC48',2023/12/3,'12-20',1,1
'SC48',2023/12/3,'14-22',1,1
'SC48',2023/12/3,'16-24',1,1
'SC49',2023/12/3,'0-8',1,38
'SC49',2023/12/3,'5-13',1,1
'SC49',2023/12/3,'8-16',4,11
'SC49',2023/12/3,'12-20',1,5
'SC49',2023/12/3,'14-22',1,17
'SC49',2023/12/3,'16-24',2,11
'SC5',2023/12/3,'0-8',12,106
'SC5',2023/12/3,'5-13',8,1
'SC5',2023/12/3,'8-16',5,53
'SC5',2023/12/3,'12-20',19,16
'SC5',2023/12/3,'14-22',1,12
'SC5',2023/12/3,'16-24',10,71
'SC51',2023/12/3,'0-8',3,52
'SC51',2023/12/3,'5-13',1,1
'SC51',2023/12/3,'8-16',1,27
'SC51',2023/12/3,'12-20',1,16
'SC51',2023/12/3,'14-22',1,1
'SC51',2023/12/3,'16-24',8,34
'SC52',2023/12/3,'0-8',1,5
'SC52',2023/12/3,'5-13',1,1
'SC52',2023/12/3,'8-16',1,4
'SC52',2023/12/3,'12-20',1,1
'SC52',2023/12/3,'14-22',1,3
'SC52',2023/12/3,'16-24',2,7
'SC53',2023/12/3,'0-8',1,71
'SC53',2023/12/3,'5-13',11,1
'SC53',2023/12/3,'8-16',4,17
'SC53',2023/12/3,'12-20',1,49
'SC53',2023/12/3,'14-22',5,24
'SC53',2023/12/3,'16-24',19,170
'SC54',2023/12/3,'0-8',1,9
'SC54',2023/12/3,'5-13',1,5
'SC54',2023/12/3,'8-16',1,17
'SC54',2023/12/3,'12-20',2,2
'SC54',2023/12/3,'14-22',1,1
'SC54',2023/12/3,'16-24',2,30
'SC55',2023/12/3,'0-8',2,2
'SC55',2023/12/3,'5-13',2,4
'SC55',2023/12/3,'8-16',3,6
'SC55',2023/12/3,'12-20',2,4
'SC55',2023/12/3,'14-22',1,2
'SC55',2023/12/3,'16-24',2,1
'SC56',2023/12/3,'0-8',1,1
'SC56',2023/12/3,'5-13',1,1
'SC56',2023/12/3,'8-16',2,1
'SC56',2023/12/3,'12-20',1,1
'SC56',2023/12/3,'14-22',1,1
'SC56',2023/12/3,'16-24',1,5
'SC57',2023/12/3,'0-8',6,47
'SC57',2023/12/3,'5-13',8,1
'SC57',2023/12/3,'8-16',7,1
'SC57',2023/12/3,'12-20',1,9
'SC57',2023/12/3,'14-22',3,1
'SC57',2023/12/3,'16-24',1,25
'SC58',2023/12/3,'0-8',1,1
'SC58',2023/12/3,'5-13',1,1
'SC58',2023/12/3,'8-16',1,1
'SC58',2023/12/3,'12-20',1,1
'SC58',2023/12/3,'14-22',1,1
'SC58',2023/12/3,'16-24',1,4
'SC6',2023/12/3,'0-8',5,85
'SC6',2023/12/3,'5-13',5,23
'SC6',2023/12/3,'8-16',5,13
'SC6',2023/12/3,'12-20',4,28
'SC6',2023/12/3,'14-22',6,3
'SC6',2023/12/3,'16-24',1,131
'SC60',2023/12/3,'0-8',4,233
'SC60',2023/12/3,'5-13',3,46
'SC60',2023/12/3,'8-16',6,54
'SC60',2023/12/3,'12-20',7,24
'SC60',2023/12/3,'14-22',13,4
'SC60',2023/12/3,'16-24',15,224
'SC61',2023/12/3,'0-8',1,1
'SC61',2023/12/3,'5-13',1,1
'SC61',2023/12/3,'8-16',1,1
'SC61',2023/12/3,'12-20',1,1
'SC61',2023/12/3,'14-22',1,1
'SC61',2023/12/3,'16-24',1,3
'SC63',2023/12/3,'0-8',1,2
'SC63',2023/12/3,'5-13',1,3
'SC63',2023/12/3,'8-16',1,3
'SC63',2023/12/3,'12-20',1,1
'SC63',2023/12/3,'14-22',2,1
'SC63',2023/12/3,'16-24',1,1
'SC66',2023/12/3,'0-8',1,1
'SC66',2023/12/3,'5-13',1,1
'SC66',2023/12/3,'8-16',1,3
'SC66',2023/12/3,'12-20',1,1
'SC66',2023/12/3,'14-22',1,1
'SC66',2023/12/3,'16-24',1,1
'SC68',2023/12/3,'0-8',1,1
'SC68',2023/12/3,'5-13',1,1
'SC68',2023/12/3,'8-16',1,3
'SC68',2023/12/3,'12-20',1,1
'SC68',2023/12/3,'14-22',1,1
'SC68',2023/12/3,'16-24',3,3
'SC7',2023/12/3,'0-8',2,128
'SC7',2023/12/3,'5-13',1,10
'SC7',2023/12/3,'8-16',2,58
'SC7',2023/12/3,'12-20',1,75
'SC7',2023/12/3,'14-22',3,1
'SC7',2023/12/3,'16-24',11,121
'SC8',2023/12/3,'0-8',6,131
'SC8',2023/12/3,'5-13',1,20
'SC8',2023/12/3,'8-16',8,56
'SC8',2023/12/3,'12-20',1,29
'SC8',2023/12/3,'14-22',12,11
'SC8',2023/12/3,'16-24',14,130
'SC9',2023/12/3,'0-8',6,103
'SC9',2023/12/3,'5-13',6,78
'SC9',2023/12/3,'8-16',4,5
'SC9',2023/12/3,'12-20',9,1
'SC9',2023/12/3,'14-22',9,1
'SC9',2023/12/3,'16-24',6,51
'SC1',2023/12/4,'0-8',16,108
'SC1',2023/12/4,'5-13',15,32
'SC1',2023/12/4,'8-16',1,32
'SC1',2023/12/4,'12-20',17,34
'SC1',2023/12/4,'14-22',5,33
'SC1',2023/12/4,'16-24',3,123
'SC10',2023/12/4,'0-8',4,148
'SC10',2023/12/4,'5-13',13,6
'SC10',2023/12/4,'8-16',1,35
'SC10',2023/12/4,'12-20',10,1
'SC10',2023/12/4,'14-22',10,10
'SC10',2023/12/4,'16-24',1,190
'SC12',2023/12/4,'0-8',1,5
'SC12',2023/12/4,'5-13',1,5
'SC12',2023/12/4,'8-16',5,6
'SC12',2023/12/4,'12-20',2,1
'SC12',2023/12/4,'14-22',5,1
'SC12',2023/12/4,'16-24',1,3
'SC14',2023/12/4,'0-8',1,1
'SC14',2023/12/4,'5-13',2,1
'SC14',2023/12/4,'8-16',1,4
'SC14',2023/12/4,'12-20',1,2
'SC14',2023/12/4,'14-22',1,1
'SC14',2023/12/4,'16-24',2,2
'SC15',2023/12/4,'0-8',4,14
'SC15',2023/12/4,'5-13',1,3
'SC15',2023/12/4,'8-16',6,16
'SC15',2023/12/4,'12-20',4,1
'SC15',2023/12/4,'14-22',1,2
'SC15',2023/12/4,'16-24',3,19
'SC16',2023/12/4,'0-8',1,2
'SC16',2023/12/4,'5-13',1,1
'SC16',2023/12/4,'8-16',2,1
'SC16',2023/12/4,'12-20',1,2
'SC16',2023/12/4,'14-22',1,1
'SC16',2023/12/4,'16-24',1,3
'SC17',2023/12/4,'0-8',9,50
'SC17',2023/12/4,'5-13',3,1
'SC17',2023/12/4,'8-16',1,24
'SC17',2023/12/4,'12-20',1,1
'SC17',2023/12/4,'14-22',6,30
'SC17',2023/12/4,'16-24',2,61
'SC18',2023/12/4,'0-8',1,12
'SC18',2023/12/4,'5-13',1,5
'SC18',2023/12/4,'8-16',2,5
'SC18',2023/12/4,'12-20',2,4
'SC18',2023/12/4,'14-22',1,1
'SC18',2023/12/4,'16-24',2,29
'SC19',2023/12/4,'0-8',6,3
'SC19',2023/12/4,'5-13',1,4
'SC19',2023/12/4,'8-16',6,1
'SC19',2023/12/4,'12-20',1,8
'SC19',2023/12/4,'14-22',3,2
'SC19',2023/12/4,'16-24',1,18
'SC2',2023/12/4,'0-8',4,4
'SC2',2023/12/4,'5-13',7,1
'SC2',2023/12/4,'8-16',1,12
'SC2',2023/12/4,'12-20',1,1
'SC2',2023/12/4,'14-22',8,1
'SC2',2023/12/4,'16-24',3,21
'SC20',2023/12/4,'0-8',1,1
'SC20',2023/12/4,'5-13',1,1
'SC20',2023/12/4,'8-16',1,1
'SC20',2023/12/4,'12-20',1,1
'SC20',2023/12/4,'14-22',1,1
'SC20',2023/12/4,'16-24',1,1
'SC21',2023/12/4,'0-8',1,1
'SC21',2023/12/4,'5-13',1,1
'SC21',2023/12/4,'8-16',1,1
'SC21',2023/12/4,'12-20',1,1
'SC21',2023/12/4,'14-22',1,1
'SC21',2023/12/4,'16-24',1,3
'SC22',2023/12/4,'0-8',5,10
'SC22',2023/12/4,'5-13',2,1
'SC22',2023/12/4,'8-16',6,10
'SC22',2023/12/4,'12-20',1,1
'SC22',2023/12/4,'14-22',1,1
'SC22',2023/12/4,'16-24',1,22
'SC23',2023/12/4,'0-8',2,1
'SC23',2023/12/4,'5-13',1,1
'SC23',2023/12/4,'8-16',1,8
'SC23',2023/12/4,'12-20',1,1
'SC23',2023/12/4,'14-22',1,1
'SC23',2023/12/4,'16-24',5,5
'SC24',2023/12/4,'0-8',3,4
'SC24',2023/12/4,'5-13',4,3
'SC24',2023/12/4,'8-16',1,20
'SC24',2023/12/4,'12-20',1,1
'SC24',2023/12/4,'14-22',1,1
'SC24',2023/12/4,'16-24',6,8
'SC25',2023/12/4,'0-8',1,170
'SC25',2023/12/4,'5-13',8,1
'SC25',2023/12/4,'8-16',8,60
'SC25',2023/12/4,'12-20',1,13
'SC25',2023/12/4,'14-22',13,1
'SC25',2023/12/4,'16-24',1,235
'SC26',2023/12/4,'0-8',3,3
'SC26',2023/12/4,'5-13',1,6
'SC26',2023/12/4,'8-16',1,14
'SC26',2023/12/4,'12-20',1,1
'SC26',2023/12/4,'14-22',2,4
'SC26',2023/12/4,'16-24',1,7
'SC27',2023/12/4,'0-8',3,1
'SC27',2023/12/4,'5-13',3,1
'SC27',2023/12/4,'8-16',3,5
'SC27',2023/12/4,'12-20',1,1
'SC27',2023/12/4,'14-22',2,1
'SC27',2023/12/4,'16-24',5,11
'SC28',2023/12/4,'0-8',1,1
'SC28',2023/12/4,'5-13',1,1
'SC28',2023/12/4,'8-16',1,1
'SC28',2023/12/4,'12-20',1,1
'SC28',2023/12/4,'14-22',1,1
'SC28',2023/12/4,'16-24',1,2
'SC29',2023/12/4,'0-8',1,9
'SC29',2023/12/4,'5-13',2,1
'SC29',2023/12/4,'8-16',2,16
'SC29',2023/12/4,'12-20',4,1
'SC29',2023/12/4,'14-22',1,1
'SC29',2023/12/4,'16-24',1,30
'SC3',2023/12/4,'0-8',4,87
'SC3',2023/12/4,'5-13',2,26
'SC3',2023/12/4,'8-16',6,4
'SC3',2023/12/4,'12-20',3,1
'SC3',2023/12/4,'14-22',3,18
'SC3',2023/12/4,'16-24',1,32
'SC30',2023/12/4,'0-8',1,4
'SC30',2023/12/4,'5-13',3,1
'SC30',2023/12/4,'8-16',1,10
'SC30',2023/12/4,'12-20',4,1
'SC30',2023/12/4,'14-22',2,1
'SC30',2023/12/4,'16-24',1,7
'SC31',2023/12/4,'0-8',6,44
'SC31',2023/12/4,'5-13',3,1
'SC31',2023/12/4,'8-16',1,27
'SC31',2023/12/4,'12-20',10,1
'SC31',2023/12/4,'14-22',4,9
'SC31',2023/12/4,'16-24',6,15
'SC32',2023/12/4,'0-8',1,2
'SC32',2023/12/4,'5-13',1,1
'SC32',2023/12/4,'8-16',1,1
'SC32',2023/12/4,'12-20',2,1
'SC32',2023/12/4,'14-22',2,1
'SC32',2023/12/4,'16-24',2,4
'SC34',2023/12/4,'0-8',1,21
'SC34',2023/12/4,'5-13',1,1
'SC34',2023/12/4,'8-16',6,10
'SC34',2023/12/4,'12-20',2,4
'SC34',2023/12/4,'14-22',3,6
'SC34',2023/12/4,'16-24',16,8
'SC35',2023/12/4,'0-8',11,72
'SC35',2023/12/4,'5-13',6,35
'SC35',2023/12/4,'8-16',1,27
'SC35',2023/12/4,'12-20',1,1
'SC35',2023/12/4,'14-22',2,1
'SC35',2023/12/4,'16-24',16,125
'SC36',2023/12/4,'0-8',1,1
'SC36',2023/12/4,'5-13',1,1
'SC36',2023/12/4,'8-16',1,2
'SC36',2023/12/4,'12-20',1,1
'SC36',2023/12/4,'14-22',1,1
'SC36',2023/12/4,'16-24',1,1
'SC37',2023/12/4,'0-8',1,1
'SC37',2023/12/4,'5-13',1,1
'SC37',2023/12/4,'8-16',1,2
'SC37',2023/12/4,'12-20',1,1
'SC37',2023/12/4,'14-22',1,1
'SC37',2023/12/4,'16-24',1,2
'SC38',2023/12/4,'0-8',2,9
'SC38',2023/12/4,'5-13',4,1
'SC38',2023/12/4,'8-16',3,2
'SC38',2023/12/4,'12-20',2,1
'SC38',2023/12/4,'14-22',4,1
'SC38',2023/12/4,'16-24',4,9
'SC39',2023/12/4,'0-8',1,6
'SC39',2023/12/4,'5-13',1,2
'SC39',2023/12/4,'8-16',1,2
'SC39',2023/12/4,'12-20',2,1
'SC39',2023/12/4,'14-22',1,1
'SC39',2023/12/4,'16-24',1,7
'SC4',2023/12/4,'0-8',8,116
'SC4',2023/12/4,'5-13',3,16
'SC4',2023/12/4,'8-16',2,14
'SC4',2023/12/4,'12-20',3,28
'SC4',2023/12/4,'14-22',9,1
'SC4',2023/12/4,'16-24',22,120
'SC40',2023/12/4,'0-8',3,4
'SC40',2023/12/4,'5-13',2,1
'SC40',2023/12/4,'8-16',2,4
'SC40',2023/12/4,'12-20',1,1
'SC40',2023/12/4,'14-22',2,1
'SC40',2023/12/4,'16-24',1,8
'SC41',2023/12/4,'0-8',1,2
'SC41',2023/12/4,'5-13',1,1
'SC41',2023/12/4,'8-16',1,7
'SC41',2023/12/4,'12-20',1,1
'SC41',2023/12/4,'14-22',1,1
'SC41',2023/12/4,'16-24',1,1
'SC43',2023/12/4,'0-8',1,2
'SC43',2023/12/4,'5-13',1,6
'SC43',2023/12/4,'8-16',1,7
'SC43',2023/12/4,'12-20',2,3
'SC43',2023/12/4,'14-22',1,1
'SC43',2023/12/4,'16-24',1,2
'SC44',2023/12/4,'0-8',7,10
'SC44',2023/12/4,'5-13',1,1
'SC44',2023/12/4,'8-16',11,17
'SC44',2023/12/4,'12-20',1,19
'SC44',2023/12/4,'14-22',7,28
'SC44',2023/12/4,'16-24',10,90
'SC46',2023/12/4,'0-8',2,1
'SC46',2023/12/4,'5-13',1,1
'SC46',2023/12/4,'8-16',1,1
'SC46',2023/12/4,'12-20',4,15
'SC46',2023/12/4,'14-22',2,11
'SC46',2023/12/4,'16-24',1,2
'SC47',2023/12/4,'0-8',6,162
'SC47',2023/12/4,'5-13',11,31
'SC47',2023/12/4,'8-16',5,58
'SC47',2023/12/4,'12-20',1,36
'SC47',2023/12/4,'14-22',18,20
'SC47',2023/12/4,'16-24',11,147
'SC48',2023/12/4,'0-8',1,1
'SC48',2023/12/4,'5-13',1,1
'SC48',2023/12/4,'8-16',1,1
'SC48',2023/12/4,'12-20',1,1
'SC48',2023/12/4,'14-22',1,1
'SC48',2023/12/4,'16-24',1,1
'SC49',2023/12/4,'0-8',8,30
'SC49',2023/12/4,'5-13',9,1
'SC49',2023/12/4,'8-16',4,10
'SC49',2023/12/4,'12-20',5,2
'SC49',2023/12/4,'14-22',2,1
'SC49',2023/12/4,'16-24',1,28
'SC5',2023/12/4,'0-8',4,115
'SC5',2023/12/4,'5-13',8,1
'SC5',2023/12/4,'8-16',1,88
'SC5',2023/12/4,'12-20',6,1
'SC5',2023/12/4,'14-22',2,7
'SC5',2023/12/4,'16-24',4,81
'SC51',2023/12/4,'0-8',3,49
'SC51',2023/12/4,'5-13',7,8
'SC51',2023/12/4,'8-16',1,7
'SC51',2023/12/4,'12-20',1,34
'SC51',2023/12/4,'14-22',5,1
'SC51',2023/12/4,'16-24',2,39
'SC52',2023/12/4,'0-8',1,4
'SC52',2023/12/4,'5-13',1,1
'SC52',2023/12/4,'8-16',1,4
'SC52',2023/12/4,'12-20',2,1
'SC52',2023/12/4,'14-22',1,1
'SC52',2023/12/4,'16-24',4,5
'SC53',2023/12/4,'0-8',1,69
'SC53',2023/12/4,'5-13',3,1
'SC53',2023/12/4,'8-16',10,35
'SC53',2023/12/4,'12-20',3,22
'SC53',2023/12/4,'14-22',9,14
'SC53',2023/12/4,'16-24',7,179
'SC54',2023/12/4,'0-8',2,7
'SC54',2023/12/4,'5-13',3,1
'SC54',2023/12/4,'8-16',6,12
'SC54',2023/12/4,'12-20',1,1
'SC54',2023/12/4,'14-22',3,1
'SC54',2023/12/4,'16-24',4,26
'SC55',2023/12/4,'0-8',1,2
'SC55',2023/12/4,'5-13',3,4
'SC55',2023/12/4,'8-16',1,6
'SC55',2023/12/4,'12-20',4,4
'SC55',2023/12/4,'14-22',1,1
'SC55',2023/12/4,'16-24',1,1
'SC56',2023/12/4,'0-8',1,1
'SC56',2023/12/4,'5-13',1,2
'SC56',2023/12/4,'8-16',1,1
'SC56',2023/12/4,'12-20',2,1
'SC56',2023/12/4,'14-22',1,1
'SC56',2023/12/4,'16-24',1,6
'SC57',2023/12/4,'0-8',14,38
'SC57',2023/12/4,'5-13',10,1
'SC57',2023/12/4,'8-16',1,5
'SC57',2023/12/4,'12-20',4,9
'SC57',2023/12/4,'14-22',15,1
'SC57',2023/12/4,'16-24',1,25
'SC58',2023/12/4,'0-8',1,1
'SC58',2023/12/4,'5-13',1,1
'SC58',2023/12/4,'8-16',1,1
'SC58',2023/12/4,'12-20',1,1
'SC58',2023/12/4,'14-22',1,1
'SC58',2023/12/4,'16-24',1,4
'SC6',2023/12/4,'0-8',7,81
'SC6',2023/12/4,'5-13',2,16
'SC6',2023/12/4,'8-16',5,23
'SC6',2023/12/4,'12-20',2,1
'SC6',2023/12/4,'14-22',2,11
'SC6',2023/12/4,'16-24',2,125
'SC60',2023/12/4,'0-8',10,238
'SC60',2023/12/4,'5-13',14,38
'SC60',2023/12/4,'8-16',7,38
'SC60',2023/12/4,'12-20',6,40
'SC60',2023/12/4,'14-22',2,24
'SC60',2023/12/4,'16-24',14,238
'SC61',2023/12/4,'0-8',1,1
'SC61',2023/12/4,'5-13',1,1
'SC61',2023/12/4,'8-16',1,1
